"specificityMean","specificityMedian","specificityL","specificityQL","specificityQH","specificityH","N","S","RBD","LFA","Direct","Neutralization","testName"
0.996939773554045,0.997277174409854,0.992721796098188,0.996225922737929,0.998087292165903,0.999058861509548,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
0.997751398049402,0.997890543390319,0.995614164508948,0.997284533439892,0.998386262786933,0.999081145412152,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA
0.98564706866794,0.987469369133026,0.964720370063053,0.982115686655677,0.991363720416812,0.996038368809951,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA
0.988446381883464,0.990662359206416,0.965740344373887,0.985735113300743,0.993888898855253,0.997522054742859,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
0.998265205111203,0.998516916901867,0.995387371200422,0.997850155982397,0.999001671811928,0.999571922803954,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA
0.991465216795004,0.992655096711883,0.978082610468585,0.989343106387756,0.995038878458243,0.997757727311516,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA
0.996083906327046,0.996395154392213,0.9919060172656,0.995189003351953,0.997301430933705,0.9985369307598,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
0.998680911804796,0.998842036025118,0.996741222994275,0.998347100217914,0.999212694886913,0.999652374886807,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA
0.977731471051906,0.989827507793683,0.878631726585457,0.975170440782416,0.995854618613182,0.999418529233951,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
